name_1,name_2,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
Urban Resources Institute,Marguerite T Saunders Urban Center OP,2639 Atlantic Avenue,1st and 2nd Floors,Brooklyn,11207,718-636-0015,http://www.urinyc.org,40.675984999999997,-73.897204000000002,1,,,1,,,,,,,,,1,1,,,,,
Project Hospitality Inc OP,,14 Slosson Terrace,1st Floor,Staten I,10301,718-273-8409x218,www.projecthospitality.org,40.639547999999998,-74.076226000000005,1,,,1,,,,,,,,,1,1,,,,,
Vida Family Services Inc/Outpatient,Medically Supervised Trt Prog,127 East 105th Street,,New York,10029,212-289-1004-218,www.vidafamilysvces.com,40.791846572513400,-73.947473351060793,1,,,1,,,,,,,1,,1,1,,,,,
Queens Cnty Neuropsychiatric Institute,Institute,3764 72nd Street,,Jackson,11372,718-335-3434,,40.746828000000001,-73.893911000000003,,1,1,1,,,,,,,,1,1,1,1,,,,
New York Presbyterian Hospital,School Based Clinic PS 145,150 West 105th Street,Room 306,New York,10025,212-678-2857,http://www.nyp.org,40.799179000000002,-73.965155999999993,,1,1,1,,1,1,,,,,1,1,,,1,1,,
Staten Island Mental Hlth Society Inc,Family Support Program,444 Saint Marks Place,,Staten I,10301,718-720-6727,http://www.simhs.org,40.638736000000002,-74.077633000000006,,1,,1,,1,1,,,,,1,1,1,,1,,,
Samaritan Village Inc,,68 West 106th Street,,New York,10025,646-790-7364,,40.798779000000003,-73.962519000000000,1,,1,1,,1,,,,,,,1,1,,1,,,1
Brookdale Hospital Medical Center,CMHC Adult Clinic,1 Brookdale Plaza,12th Floor,Brooklyn,11212,718-240-5644,,40.654277000000000,-73.912413999999998,,,1,1,,1,1,,,1,,,1,1,1,1,,,
Catholic Charities Neighborhood,Services Glendale Mental Health Clinic,6729 Myrtle Avenue,,Ridgewoo,11385,718-456-7001,http://ccbq.org,40.701782999999999,-73.885390000000001,,1,1,1,,1,,,,,,1,1,1,1,1,,,
August Aichhorn Center,Adolecent Residential Care Inc,23 West 106th Street,,New York,10025,212-316-9353,http://www.aichhorn.org,40.798783000000000,-73.961044000000001,,1,,1,,,,,,,,1,,,,,,1,1
Samaritan Village Inc,Young Mothers/Infants/Toddlers,119 West 106th Street,,New York,10025,212-222-5285,,40.799869000000001,-73.963611000000000,1,,1,1,,1,,,1,,,,1,1,,1,,,1
South Beach Psychiatric Center,Fort Hamilton Outpatient Clinic,8710 5th Avenue,,Brooklyn,11209,718-680-0006,,40.620662000000003,-74.027131999999995,,1,1,1,,1,,,,,,,1,1,1,,,,
NYC/HHC Elmhurst Hospital Center,Partial Hospitalization Program,79-01 Broadway Street,,Elmhurst,11373,718-334-2155,,40.746526000000003,-73.891093999999995,,1,,1,,1,,,,,,1,,,,1,,,
East NY Diagnostic and,Treatment Center Behavioral Health,2094 Pitkin Avenue,,Brooklyn,11207,718-240-0600,,40.671726999999997,-73.895218000000000,,1,1,1,,1,1,1,,,,1,1,1,1,,1,,
Neighborhood Counseling Center Inc,Dyker Heights Clinic,7701 13th Avenue,,Brooklyn,11228,718-232-1351,,40.618938999999997,-74.008557999999994,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Brownsville Community Residential Ctr,,657 East 98th Street,,Brooklyn,11236,718-345-8605,,40.653720999999997,-73.909997000000004,1,,,,,,,,,,,,1,1,,,,,1
Saint Vincent Catholic Medical Centers,Sister Mary Assisium Residence,382 Westervelt Avenue,,Staten I,10301,718-876-1280,,40.638779000000000,-74.082008999999999,,1,1,1,,,,,,,,,1,1,,,,,1
Odyssey House Inc,Mabon Community 2,Mabon Building 13,Wards Island,New York,10035,212-426-6677,www.odysseyhouseinc.org,40.786147999999997,-73.928711000000007,1,,,1,,,,,,,,,1,1,,,,,1
Brownsville Community Development Corp,Brownsville Community Residential Ctr,657-663 East 98th Stre,,Brooklyn,11212,718-345-8605-4413,,40.653686000000000,-73.909927999999994,1,,,,,,,,,,,,1,1,,,,,1
Bridge Inc,Bridge Diane Goldberg PROS,248 West 108th Street,,New York,10025,212-663-3000,http://www.thebridgeny.org,40.802430000000001,-73.966992000000005,,1,1,1,,,,,,,,,1,1,1,,,,
Bridge Inc,Clinical Treatment Programs,248 West 108th Street,,New York,10025,212-663-3000,,40.802447999999998,-73.967012999999994,,1,1,1,,1,,,,,,,1,1,1,,,,
Bridge Inc/OASAS Program,Outpatient/Intensive Outpatient,248 West 108th Street,,New York,10025,212-663-3000x401,www.thebridgeny.org,40.802447999999998,-73.967012999999994,1,,1,1,,1,1,,,1,1,,1,1,,1,,,
Bridge Inc,Rita Berger House,248 West 108th Street,,New York,10025,212-873-3071,http://thebridgeny.org,40.802447999999998,-73.967012999999994,,1,,,,1,,,,,,,1,1,1,,,,1
Northside Center for Child Development,,35 East 110 Street,,New York,10029,212-426-3400,,40.796286000000002,-73.947899000000007,,1,,1,,1,,,,,,1,1,1,,,,,
Therapeutic Early Childhood Center,Preschool Day Treatment,35 East 110 Street,,New York,10029,212-426-3400,http://www.northsidecenter.org,40.796286000000002,-73.947899000000007,,1,,,,,,,,,,1,,,,,,,
HBCI 1,,35 East 110th Street,,New York,10029,212-426-3400,http://www.northsidecenter.org,40.796289999999999,-73.947892999999993,,1,,,,,,,,,,1,,,,,,,
Bridge Inc CD OP Rehab,,248 West 108th Street,,New York,10025,212-663-3000,http://www.thebridgeny.org,40.802542000000003,-73.966920999999999,1,,1,1,,,1,1,,1,1,,1,1,,1,1,,
Upper Manhattan Mental Health Center,ABLE Halfway House/SA,2009 3rd Avenue,,New York,10029,212-348-4660,www.bowencsc.org,40.794246999999999,-73.942380999999997,1,,,1,,,,,,,,,1,1,,,,,1
Inst for the Puerto Rican/Hispanic,Elder/Clinic Nueva Esperanza of IPR/HE,37-20 76th Street,,Jackson,11372,718-478-1526,www.ipr.org,40.748510000000003,-73.890129999999999,,1,1,1,,1,,,,,,,1,1,1,,,,
Bridge Inc,ACT Program,1795 Lexington Avenue,,New York,10029,212-289-1788,,40.795675000000003,-73.943464000000006,,,,1,,,1,1,,1,,,1,1,1,,1,,
Assertive Community Treatment Team,,1795 Lexington Avenue,,New York,10029,212-289-1788,,40.795783999999998,-73.943589000000003,,,,1,,,1,1,,1,,,1,1,1,,1,,
Create Inc,Residential Intensive CD Services,121-123 West 111th Str,,New York,10026,212-678-4990-200,www.createinc.org,40.799590000000002,-73.953219000000004,1,,,1,,,1,1,,1,1,,1,1,,,1,,1
St Vincent Hosp/Div St Joseph Med Ctr,Saint Martin de Porres Location,480 Alabama Avenue,,Brooklyn,11207,718-485-3400-103,www.svwsjmc.org,40.664073000000002,-73.897098999999997,1,,,1,,,,,1,1,,,1,1,,,,,
Elmhurst Hospital Center,Alcoholism Outpatient Clinic,7901 Broadway,Comm Medical Ctr H Bldg Room H3-117,Elmhurst,11373,718-334-3987,,40.744621000000002,-73.886200000000002,1,,1,1,,1,,,1,1,1,,1,1,,1,,,
New York Psychotherapy Counseling Ctr,NYPCC Queens Adult Home Clinic Trt,8020 45th Avenue,,Elmhurst,11373,718-478-2900,http://www.nypcc.org,40.741253999999998,-73.883938999999998,,1,1,1,,,,,,,,,,1,1,,,,
Elmhurst Hospital Center,Opiate Dependency Treatment Services,7901 Broadway,Annex O 2nd Floor Elmhurst Hospital,Elmhurst,11373,718-334-3190,,40.743912999999999,-73.884905000000003,1,,1,1,,1,,,1,1,1,,1,1,,1,,,
Create Inc,Medically Supervised Outpt Trt Ctr,73-75 Lenox Avenue,Suite 75,New York,10026,212-663-1596,www.createinc.org,40.800618000000000,-73.950812999999997,1,,1,1,,1,,,,,1,,1,1,,1,,,
Child Center of NY Inc,Elmhurst Clinic Asian Outreach Program,81-14 Queens Boulevard,,Elmhurst,11373,718-899-9810x200,http://www.childcenterny.org,40.737222000000003,-73.881748999999999,,,,1,,1,,,,,,1,1,1,,1,,,
Child Center of NY Inc,The Asian Outreach Program OP,81-14 Queens Boulevard,Suite C-7,Elmhurst,11373,718-899-9810,www.childcenterny.org,40.737222000000003,-73.881748999999999,,,,1,,1,,,,,,1,,1,,1,,,
Jewish Board of Family/Childrens Servs,Bay Ridge Counseling Center,9435 Ridge Boulevard,,Brooklyn,11209,718-238-6444,,40.617714999999997,-74.036576999999994,,1,1,1,,1,1,,,1,,1,1,1,1,1,1,,
Lexington Center for,Mental Health Services Inc,26-26 75th Street,,East Elm,11370,718-350-3143,http://www.lexnyc.org,40.761462999999999,-73.893538000000007,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Union Settlement Association Inc,James Weldon Johnson Counseling Center,2089 Third Avenue,,New York,10029,212-828-6144,www.unionsettlement.org,40.797687000000003,-73.940216000000007,,1,1,1,,1,1,,,1,,1,1,1,1,1,,,
Saint Lukes/Roosevelt Hospital Center,The Addiction Institute of NY/OP,411 West 114th Street,4th Floor,New York,10025,212-280-0107,www.AddictionInstituteNY.org,40.805300000000003,-73.960916999999995,1,,1,1,,1,,,,,,,1,1,,,,,
Saint Lukes/Roosevelt Hospital Center,The Addiction Institute of NY/Day Trt,411 West 114th Street,4th FLoor,New York,10025,212-280-0100,www.AddictionInstituteNY.org,40.805300000000003,-73.960916999999995,1,,1,1,,1,,,,,,,1,1,,,,,
City Hospital Center at Elmhurst (CHC),Elmhurst Community Residence,8130 Baxter Avenue,,Elmhurst,11373,718-334-4660,,40.746483871140697,-73.883344704943497,,,1,1,,1,,,,,,,1,1,,,,,1
Kingsboro Psychiatric Center,Canarsie Mental Health Clinic,9801 Foster Avenue,,Brooklyn,11236,718-257-8384,,40.649208000000002,-73.904830000000004,,1,1,1,,1,,,,,,,1,1,1,1,,,
Childrens Aid Society Inc,Dunlevy Milbank Center,14-32 West 118th Stree,,New York,10026,212-369-8339,,40.802377999999997,-73.946822999999995,,,,1,,1,1,,,,,1,1,,,,1,,
Canarsie Aware,Outpatient Treatment,1285 Rockaway Avenue,,Brooklyn,11236,718-257-3195,,40.648124000000003,-73.904802000000004,,,1,1,,,,,,,1,,1,1,,,,,
Canarsie Aware Inc,Chemical Dep Treatment,1285 Rockaway Avenue,,Brooklyn,11236,718-257-3195,http://www.canarsieaware.org,40.648124000000003,-73.904802000000004,,,1,1,,1,,,,,,,1,1,,1,,,
Saint Vincents Services Inc,Outpatient Chemical Dependency Program,1310 Rockaway Parkway,1st Floor,Brooklyn,11236,718-257-3880,,40.647407000000001,-73.905317999999994,1,,1,1,,,,,,,,1,,1,,,,,
Housing Plus Solutions Inc,,755 Liberty Avenue,,Brooklyn,11208,347-529-2403,,40.676772999999997,-73.881737999999999,,,,,,,,,,,,,,,,,,,
Greenhope Services for Women Inc IR,,435-439 East 119th Str,1st-8th Floors,New York,10035,212-996-8633x1701,www.greenhope.org,40.797437000000002,-73.932588999999993,,,,1,,1,1,,1,1,1,,1,1,,1,,,1
Staten Island University Hospital,OTP,111 Water Street,,Staten I,10304,(718) 448-3976,,40.627198000000000,-74.077788999999996,,,,1,,,,,,,,,1,1,,,,,
Bailey House Inc,Mental Health Clinic,1751 Park Avenue,3rd Floor,New York,10035,212-289-6008,www.baileyhouse.org,40.802487999999997,-73.940669999999997,,1,1,1,,1,1,,,1,,,1,1,1,1,,,
Staten Island University Hospital,Outpt Methadone Treatment Program,567 East 105th Street,,Brooklyn,11236,718-307-3000,,40.650827999999997,-73.898394999999994,1,,,1,,1,,,,1,,,1,1,,,,,
Odyssey House Inc,Manor Family Center Program,219 East 121st Street,,New York,10035,212-987-5128,www.odysseyhouseinc.org,40.800882999999999,-73.936481000000001,1,,,1,,,,,1,,,,1,1,,,,,1
Odyssey House Inc,Manor Adults,219 East 121st Street,,New York,10035,212-987-5120,www.Odysseyhouseinc.org,40.800882999999999,-73.936481000000001,1,,,1,,,,,,,,,1,1,,,,,1
Institute for Family Health,Center for Counseling at North General,1879 Madison Avenue,,New York,10035,212-423-4200,http://www.institute2000.org,40.803260000000002,-73.941698000000002,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
SES Operating Corp/DBA Harlem East,Life Plan Counseling Center,2367-69 2nd Avenue,,New York,10035,212-876-2300,http://www.harlemeastlifeplan.com/,40.800589000000002,-73.935541000000001,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,,
Harlem East Life Plan (HELP),Alcoholism Outpatient Clinic,2367-69 2nd Avenue,1st and 3rd Floors,New York,10035,212-876-2300,www.harlemeastlifeplan.com,40.800531999999997,-73.935394000000002,1,,,1,,,,,1,,1,1,1,1,,,,,
SES Operating Corporation,Harlem East Life Plan Unit II,2367-69 Second Avenue,,New York,10035,212-876-2300,www.harlemeastlifeplan.com,40.800531999999997,-73.935394000000002,1,,,1,,,,,1,1,1,,1,1,,,,,
HELP MMTP Clinic Unit II OTP,,2367-2369 2nd Avenue,1st and 2nd Floors,New York,10035,(212) 876-2300,www.harlemeastlifeplan.com,40.800674000000001,-73.935513000000000,1,,1,1,,,,,1,1,1,,1,1,,,,,
Harlem East Life Plan (HELP),Outpatient Methadone Clinic/KEEP,2369 2nd Avenue,,New York,10035,212-876-2300-107,www.harlemeastlifeplan.com,40.800628000000003,-73.935350999999997,1,,,1,,,,,1,1,1,,1,1,,,,,
Elmhurst Hospital Center,,7901 Broadway Street,,Elmhurst,11373,718-334-4000,,40.733798000000000,-73.872167000000005,,,1,1,,1,,,,,,1,1,1,1,,,1,
Community Healthcare Network,Dr Betty Shabbazz Health Center,999 Blake Avenue,,Brooklyn,11208,(718) 277-8303,http://www.chnnyc.org,40.669978999999998,-73.881314000000003,,1,1,1,,1,1,1,,1,,,1,1,1,,1,,
New York Harbor Healthcare System,Brooklyn Campus SATP,800 Poly Place,,Brooklyn,11209,(718) 836-6600,,40.609875000000002,-74.027264000000002,,,,,,1,,1,,1,,,1,1,,1,1,1,
Harlem Bay Network PROS,,116 East 124th Street,,New York,10035,212-876-6083,http://www.mha-nyc.org,40.803977000000003,-73.938795999999996,,1,1,1,,,,,,,,,1,1,1,,,,
Richmond Medical Ctr DBA Richmond UMC,MICA CDT Program,75 Vanderbilt Avenue,1st Floor A Wing,Staten I,10304,718-818-1234,,40.622576000000002,-74.075613000000004,,,1,1,,,,,,,,,1,1,,,,,
Project Hospitality Inc,Crisis Services Medically Monitored,75 Vanderbilt Avenue,,Staten I,10310,718-448-1544,,40.622576000000002,-74.075613000000004,1,,,,,,,,,,,,1,1,,,,,1
Richmond University Medical Center,Behavioral Health,75 Vanderbilt Avenue,Bayley Seton Campus,Staten I,10304,718-818-5692,,40.622576000000002,-74.075613000000004,,,1,1,,1,,,,1,,,1,1,,,,1,
Richmond Medical Ctr DBA Richmond UMC,Bayley Seton Saint George Clinic,75 Vanderbilt Avenue,Building 1,Staten I,10304,718-818-5118,http://rumcsi.org,40.622576000000002,-74.075613000000004,,,,1,,1,,,,,,,1,1,1,1,,,
Kaleidoscope Clinic OTP,,119-121 West 124th Str,"B, 2nd and 3rd Floors",New York,10027,212-932-2810,http://www.startny.org,40.807608999999999,-73.946888000000001,1,,,1,,,,,,,,,1,1,,,,,
Dynamic Youth Community Inc,Community Residence,1830 Coney Island Aven,,Brooklyn,11230,718-376-7923,www.dycinc.org,40.612794000000001,-73.963239000000002,1,,,1,,,,,,,,1,,1,,,,,1
Dynamic Youth Community Inc,Outpatient,1830 Coney Island Aven,,Brooklyn,11230,718-376-7923,http://www.dycinc.org,40.612794000000001,-73.963239000000002,1,,,1,,1,,,,,,1,,1,,,,,
Interborough Developmental and,Consultation Ctr Inc/Canarsie Csl Ctr,9413 Flatlands Avenue,,Brooklyn,11236,718-272-1600,http://www.interborough.org,40.642494999999997,-73.903075999999999,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Beth Israel Medical Center,MMTP Clinic 1,1825 Park Avenue,8th Floor,New York,10035,212-774-3210,http://www.wehealny.org,40.804922969679303,-73.938901463652400,1,,1,1,,1,,,,,,,1,1,,,,,
New York Foundling Hospital,Mental Health Clinic,2090 Adam Clayton Powe,Suite 780,New York,10027,917-485-7280,http://www.nyfoundling.org,40.808757999999997,-73.948909999999998,,1,,1,,1,,,,,,1,1,1,1,,,,
New York Foundling Hospital,Pathway Program,2090 Adam Clayton Powe,7th floor,New York,10027,917-485-0201,http://www.nyfoundling.org/program/substance-abu,40.808812000000003,-73.949043000000003,1,,1,1,,1,,,,,,,1,1,,,,,
Visiting Nurse Service of New York,Manhattan Geriatric Outreach,148 West 125th Street,Floor 4,New York,10027,212-609-7788,,40.808427999999999,-73.947792000000007,,1,,,,,1,,,1,,,,,1,,,,
Beth Israel Medical Center,MMTP Clinic 8,132 West 125th Street,6th Floor,New York,10027,212-864-8177,http://www.wehealny.org/services/bi_mmtp/index.h,40.808261999999999,-73.947241000000005,1,,1,1,,1,,,1,1,1,,1,1,,,,,
Beth Israel Medical Center,MMTP Clinic 6/7,1825 Park Avenue,2nd Floor,New York,10035,212-774-3260,www.wehealny.org,40.805075000000002,-73.938805000000002,1,,1,1,,1,,,,,,,1,1,,,,,
Beth Israel Medical Center,MMTP Clinic 2,103 East 125th Street,4th Floor,New York,10035,212-774-3200,www.wehealny.org,40.805146000000001,-73.938491999999997,1,,1,1,,1,,,,,,,1,1,,,,,
Samaritan Village Inc,,55 West 125th Street,,New York,10027,212-865-9182,,40.807499999999997,-73.944102999999998,,,,1,,,,,,,1,,1,1,,,,,
South Beach Psychiatric Center,Bensonhurst OP Clinic/Bklyn ACT Team,8620 18th Avenue,,Brooklyn,11214,718-256-8818,,40.606906000000002,-74.003424999999993,,1,1,1,,1,,,,,,,1,1,1,,,,
Silver Lake Support Services Inc,Chemical Dependency Outpatient Clinic,201 Forest Avenue,,Staten I,10301,718-815-3155,www.silverlakesupport.com,40.632052000000002,-74.096017000000003,,,1,1,,1,,1,,,,1,,1,,1,1,,
Manhattan Psychiatric Center,125th Street Clinic,163 West 125th Street,,New York,10027,212-870-8700,,40.809123000000000,-73.947237999999999,,1,1,1,,1,,,,,,,1,1,1,,,,
Association to Benefit Children,Childrens Mobile Mental Health Clinic,1841 Park Avenue,,New York,10035,646-459-6165,http://www.a-b-c.org/,40.805641000000001,-73.938107000000002,,1,,1,,,,,,,,1,,,,,,,
Catholic Charities Neighborhood Servs,Clinic,91-14 37th Avenue,1st and 2nd Floors,Jackson,11372,718-779-1600,http://ccbq.org,40.750554000000001,-73.875406999999996,,1,1,1,,1,,,,,,,1,1,1,1,,,
Catholic Charities Neighborhood Servs,PROS,91-14 37th Avenue,,Jackson,11372,718-779-1831,http://www.ccbq.org/,40.750554000000001,-73.875406999999996,,1,,1,,,,,,,,,1,1,1,,,,
Catholic Charities Neighborhood Servs,CCNS Corona PROS,91-14 37th Avenue,,Jackson,11372,718-779-1831,ccbq.org,40.750664999999998,-73.875455000000002,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,,
Housing Works Inc,Chemical Dependency OP Services,2640 Pitkin Avenue,,Brooklyn,11208,718-827-8700x4338,www.housingworks.org,40.674835999999999,-73.874566000000002,,,1,1,,1,1,,,1,1,,1,1,,1,,,
Ohel Childrens Home Family Servs Inc,Ohel Tikvah Clinic,2925 Kings Highway,Suite A,Brooklyn,11229,718-382-0045,http://ohelfamily.org,40.616253999999998,-73.945283000000003,,1,1,1,,1,,,,,,1,1,1,1,,,,
Central Harlem Alcohol Crisis Center,,419 West 126th Street,,New York,10027,(212) 865-6133,,40.812412272104297,-73.954207917582394,1,,,,,,,,,,,,1,1,,,,,1
Staten Island Mental Hlth Society Inc,,669 Castleton Avenue,,Staten I,10301,718-442-2225,,40.635238000000001,-74.103808000000001,,1,1,1,,1,1,,,,,1,1,,,1,1,,
Addicts Rehabilitation Center Fund Inc,Addicts Residential Rehabilitation IR,1881 Park Avenue,,New York,10035,646-783-5331x217,http://www.addictsrehabfund.org,40.806955000000002,-73.937196000000000,1,,,1,,1,,,,,1,,1,1,,,,,1
Addicts Rehabilitation Center Fund Inc,Addicts Residential Rehabilitation IR1,2015-25 Madison Avenue,,New York,10035,212-427-6960x18,www.arcfoundationinc.org,40.807724000000000,-73.938812999999996,1,,,1,,1,,,,1,,,1,1,,,,,1
Richmond University Medical Center,Behavioral Health,355 Bard Avenue,,Staten I,10310,718-818-1351,http://www.rumcsi.org,40.635877000000001,-74.105557000000005,,,1,1,,1,,,,1,,1,1,1,1,,,1,
Bridge Inc,Old Broadway House,551 West 125th Street,,New York,10027,212-663-0211,,40.815013999999998,-73.957312999999999,,1,,1,,,,,,,,,1,1,1,,,,1
Bohan Denton Flatlands Guidance Center,,2037 Utica Avenue,2nd Floor,Brooklyn,11234,718-377-5755,http://ccbq.org,40.622115999999998,-73.926858999999993,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Richmond Medical Ctr DBA Richmond UMC,West Brighton Clinic,690 Castleton Avenue,,Staten I,10310,718-876-4040,http://www.rumcsi.org,40.634490000000000,-74.105790999999996,,1,1,1,,1,,,,,,,1,1,1,1,,,
Interborough Developmental and,Consultation Ctr Inc/Flatbush Clinic,1623 Kings Highway,,Brooklyn,11229,718-375-1200,http://www.interborough.org,40.609707999999998,-73.956812999999997,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Interborough Developmental and,Consultation Center Inc,1623 Kings Highway,,Brooklyn,11229,718-375-1200,www.interborough.org,40.609704000000001,-73.956739999999996,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Jewish Board of Family/Childrens Servs,Break Free Counseling Center,2020 Coney Island Aven,,Brooklyn,11223,718-676-4280,http://www.jbfcs.com,40.608035999999998,-73.962354000000005,,,1,1,,1,1,,,,,1,1,,,1,,,
Jewish Board of Family/Childrens Servs,Brooklyn REAL PROS,2020 Coney Island Aven,,Brooklyn,11223,718-676-4260,http://www.jbfcs.org/programs.php?id=329,40.608035999999998,-73.962354000000005,,1,,1,,,,,,,,,1,1,1,,,,
Jewish Board of Family/Childrens Servs,Mid Brooklyn Counseling Center,2020 Coney Island Aven,,Brooklyn,11223,718-676-4210,http://jbfcs.org,40.608035999999998,-73.962354000000005,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Jewish Board of Family/Childrens Servs,Clinic Plus Brooklyn Yeshivas,2020 Coney Island Aven,,Brooklyn,11223,718-676-4280,,40.608035999999998,-73.962354000000005,,,1,1,,1,1,,,,,1,1,,,1,,,
Jewish Board of Family/Childrens Servs,MICA Network for Orthodox Teens,2020 Coney Island Aven,,Brooklyn,11223,718-676-4280,http://jbfcs.org,40.608035999999998,-73.962354000000005,,,1,1,,1,1,,,1,,1,1,,,1,1,,
One World Counseling LLC,,1670 East 17th Street,3rd Floor,Brooklyn,11229,718-233-2533,http://www.oneworldcounseling.org,40.608944999999999,-73.956715000000003,,,1,1,,1,,,,,1,1,,1,,1,,,
YMCA of Greater New York,,285 Vanderbilt Avenue,,Staten I,10304,718-981-4382,www.ymcanyc.org/si-counseling,40.618184999999997,-74.080680999999998,1,,,1,,1,,,,,,1,1,1,,1,,,
RUMC Silberstein Clinic Med Sup OP,,427 Forest Avenue,,Staten I,10301,718-876-2362,http://www.rumcsi.org,40.630818032641102,-74.103590984919705,1,,1,1,,1,,,,1,1,,1,1,,1,,,
FEGS,Russian Clinic Program,938 Kings Highway,Floor 3,Brooklyn,11223,718-998-3235,http://www.fegs.org,40.607007000000003,-73.962594999999993,,1,1,1,,,,,,,,,1,1,1,1,,,
Alpha School Center/Progressive Living,Chemical Dependency Outpatient Program,2400 Linden Boulevard,,Brooklyn,11208,718-257-5800,www.alphaschoolcpl.org,40.665294000000003,-73.874302999999998,1,,,1,,1,,,,1,,1,,1,,1,,,
Alpha School Center OP,,2400 Linden Boulevard,,Brooklyn,11208,718-257-5800,www.helppsi.com,40.665061000000001,-73.874399999999994,1,,1,1,,1,,,,,,1,,1,,1,,,
Saint Barnabas Hospital,Inpatient Detox,4422 3rd Avenue,,Bronx,10457,718-960-6401,www.stbarnabashospital.org/,40.807749000000001,-73.929632999999995,1,,1,1,,1,,,,,,,1,1,,1,,1,
Saint Barnabas Hospital,Chemical Dependency Outpatient Service,4451 3rd Avenue,,Bronx,10457,718-960-6314,http://www.sbhny.org,40.807763999999999,-73.929592000000000,1,,1,1,,1,,,,,1,,1,1,,1,,,
Harlem Hospital Center,Chem Dep Med Supervised Detox Unit,506 Lenox Avenue 135th,,New York,10037,212-939-3150,www.ci.nyc.ny.us/html/hhc/home.html,40.812167000000002,-73.936245999999997,,,1,1,,1,,,,,,,1,1,,1,,1,
Northside Center for Child Development,Home Based Crisis Intervention II,247-249 West 135th Str,,New York,10030,212-426-3400,http://www.northsidecenter.org,40.816454000000000,-73.945981000000003,,1,,,,,,,,,,1,,,,,,,
Northside Center for Child Development,,247-249 West 135th Str,,New York,10030,646-259-2000,,40.816454000000000,-73.945980000000006,,1,,1,,1,,,,,,1,1,1,,,,,
Upper Manhattan MH Center Inc,Aka the Emma Case Management BCM,215-217 West 135th Str,,New York,10030,212-694-3500x11,http://www.bowencsc.org/,40.816018000000000,-73.944676000000001,,,1,1,,1,1,,,1,,,1,1,1,1,,,
Federation Employment Guidance Service,Hon Caroline K Simon CCs/Rego Park Cl,97-77 Queens Boulevard,,Rego Par,11374,718-896-9090,http://www.fegs.org,40.729156000000003,-73.858441999999997,,,1,1,,1,,,,,,1,1,1,1,,,,
Long Island Consultation Center Inc,Chemical Dependency Clinic,97-29 64th Road,,Rego Par,11374,718-896-3400-38,www.longislandconsultationcenter.com,40.729635999999999,-73.858413999999996,,1,1,1,,1,,,,,,,,1,,1,,,
Long Island Consultation Center Inc,,9729 64th Road,,Rego Par,11374,718-896-3400,,40.729635999999999,-73.858413999999996,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Harlem Hospital Center,Behavioral Health,506 Lenox Avenue,,New York,10037,212-939-1000,,40.814763999999997,-73.940296000000004,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,1,
NYC/HHC Harlem Hospital Center,Division of Child and Adolescent Psych,Samuel Kountz Pavilion,15 West 136th Street 5th Floor,New York,10037,212-939-3370,,40.814036999999999,-73.937451999999993,,1,,1,,1,1,,,1,,1,,,,1,1,,
NYC/HHC Harlem Hospital Center,CSS Program/Womens Pavillion Room 332,16 West 137th Street,Womens Pavilion 3rd Floor,New York,10037,212-939-1000,,40.814321999999997,-73.937336999999999,,1,,1,,,,,,,,,,1,,1,,,
Harlem Hospital Center,Chemical Dependency Outpatient Service,22-44 West 137th Stree,Women Pavillion Bldg (WP BLDG) 4th,New York,10037,212-939-3030,www.nyc.gov/html/hhc/html/facilities/harlem.shtm,40.814895999999997,-73.938703000000004,1,,1,1,,1,,,,,,,1,1,,1,,,
Jewish Board of Family/Childrens Servs,Child Development and Learning Ctr,34 West 139th Street,Ground Floor,New York,10037,212-690-7234,,40.815590999999998,-73.937049000000002,,1,,1,,1,,,,,,1,,,,1,,,
Albert Einstein College of Medicine,,804 East 138th Street,,Bronx,10454,718-665-7500-3058,www.einstein.yu.edu/departments/psychiatry.edu,40.803682999999999,-73.910402000000005,1,,,1,,,,,1,1,,,1,1,,1,,,
Elmcor Youth and Adult Activities Inc,Residential,107-06  Northern Boule,,Corona,11368,718-651-0096-202,www.Elmcor.org,40.757747000000002,-73.861609000000001,1,,,1,,,,,,,1,,1,1,,,,,1
Lincoln Medical and MH Center,Lincoln Recovery Center,545 East 142nd Street,,Bronx,10454,718-579-4004,,40.810161000000001,-73.915897999999999,1,,1,1,,,,,,,,,1,1,,1,,,
Argus Community Inc,Striver House,202-204 Edgecomb Avenu,,New York,10030,212-690-1900,http://www.arguscommunity.org,40.822512000000003,-73.944051999999999,1,,1,1,,1,,1,,1,,,1,1,,1,1,,1
